QUARTER,TIME_REMAINING,BOSTON_ACTION,GOLDEN STATE_ACTION,BOSTON_SCORE,GOLDEN STATE_SCORE
1,7:28.0,,K. Looney enters the game for O. Porter,4,12
1,7:04.0,A. Horford misses 2-pt jump shot from 11 ft,,4,12
1,7:02.0,,Defensive rebound by A. Wiggins,4,12
1,6:44.0,,K. Thompson makes 2-pt jump shot from 19 ft,4,14
1,6:27.0,A. Horford misses 2-pt layup from 5 ft,,4,14
1,6:25.0,Offensive rebound by A. Horford,,4,14
1,6:23.0,A. Horford makes 2-pt layup at rim,,6,14
1,6:06.0,,Offensive foul by K. Looney (drawn by J. Tatum),6,14
1,6:06.0,,Turnover by K. Looney (offensive foul),6,14
1,5:52.0,J. Brown misses 3-pt jump shot from 23 ft,,6,14
1,5:49.0,,Defensive rebound by A. Wiggins,6,14
1,5:41.0,,A. Wiggins misses 3-pt jump shot from 25 ft,6,14
1,5:39.0,Defensive rebound by J. Tatum,,6,14
1,5:26.0,J. Brown misses 2-pt layup from 8 ft,,6,14
1,5:24.0,,Defensive rebound by A. Wiggins,6,14
1,5:14.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by A. Wiggins),6,17
1,4:54.0,Personal foul by K. Looney (drawn by J. Tatum),,6,17
1,4:54.0,G. Williams enters the game for J. Tatum,,6,17
1,4:54.0,,G. Payton enters the game for A. Wiggins,6,17
1,4:48.0,J. Brown makes 2-pt layup from 6 ft,,8,17
1,4:48.0,Shooting foul by K. Looney (drawn by J. Brown),,8,17
1,4:48.0,J. Brown misses free throw 1 of 1,,8,17
1,4:47.0,,Defensive rebound by D. Green,8,17
1,4:38.0,,K. Thompson misses 3-pt jump shot from 27 ft,8,17
1,4:35.0,Defensive rebound by A. Horford,,8,17
1,4:27.0,M. Smart misses 3-pt jump shot from 29 ft,,8,17
1,4:24.0,,Defensive rebound by S. Curry,8,17
1,4:17.0,,S. Curry misses 2-pt jump shot from 18 ft,8,17
1,4:15.0,Defensive rebound by G. Williams,,8,17
1,4:03.0,M. Smart misses 2-pt jump shot from 8 ft,,8,17
1,4:01.0,,Defensive rebound by G. Payton,8,17
1,3:50.0,,Golden State full timeout,8,17
1,3:50.0,,O. Porter enters the game for K. Looney,8,17
1,3:39.0,,G. Payton makes 3-pt jump shot from 23 ft (assist by K. Thompson),8,20
1,3:21.0,J. Brown misses 2-pt jump shot from 20 ft,,8,20
1,3:19.0,,Defensive rebound by G. Payton,8,20
1,3:14.0,,Turnover by D. Green (bad pass),8,20
1,2:58.0,Turnover by M. Smart (lost ball; steal by S. Curry),,8,20
1,2:55.0,,Shooting foul by G. Williams (drawn by G. Payton),8,20
1,2:55.0,,G. Payton makes free throw 1 of 2,8,21
1,2:55.0,,G. Payton makes free throw 2 of 2,8,22
1,2:39.0,D. White misses 2-pt layup from 8 ft (block by O. Porter),,8,22
1,2:38.0,Offensive rebound by Team,,8,22
1,2:38.0,P. Pritchard enters the game for J. Brown,,8,22
1,2:38.0,J. Tatum enters the game for A. Horford,,8,22
1,2:38.0,R. Williams enters the game for M. Smart,,8,22
1,2:38.0,,A. Iguodala enters the game for D. Green,8,22
1,2:38.0,,J. Poole enters the game for O. Porter,8,22
1,2:38.0,,A. Wiggins enters the game for K. Thompson,8,22
1,2:37.0,Turnover by P. Pritchard (step out of bounds),,8,22
1,2:23.0,,S. Curry makes 2-pt jump shot from 10 ft,8,24
1,2:06.0,J. Tatum makes 2-pt jump shot from 7 ft (assist by D. White),,10,24
1,1:59.0,,S. Curry misses 3-pt jump shot from 30 ft,10,24
1,1:57.0,Defensive rebound by P. Pritchard,,10,24
1,1:43.0,J. Tatum makes 2-pt jump shot from 16 ft,,12,24
1,1:20.0,,A. Wiggins makes 2-pt jump shot from 12 ft,12,26
1,1:08.0,J. Tatum makes 2-pt layup from 6 ft (assist by R. Williams),,14,26
1,0:50.0,,S. Curry misses 2-pt layup from 3 ft,14,26
1,0:47.0,Defensive rebound by G. Williams,,14,26
1,0:44.0,P. Pritchard misses 3-pt jump shot from 23 ft,,14,26
1,0:41.0,Offensive rebound by R. Williams,,14,26
1,0:41.0,R. Williams makes 2-pt layup at rim,,16,26
1,0:33.0,,J. Poole misses 3-pt jump shot from 29 ft,16,26
1,0:30.0,Defensive rebound by Team,,16,26
1,0:12.0,P. Pritchard misses 3-pt jump shot from 29 ft,,16,26
1,0:10.0,,Defensive rebound by A. Wiggins,16,26
1,0:01.0,,S. Curry misses 2-pt layup from 4 ft,16,26
1,0:00.0,,Offensive rebound by Team,16,26
1,0:00.0,,K. Thompson enters the game for G. Payton,16,26
1,0:00.0,,Shooting foul by R. Williams (drawn by A. Wiggins),16,26
1,0:00.0,Technical foul by I. Udoka,,16,26
1,0:00.0,,S. Curry misses technical free throw,16,26
1,0:00.0,,Offensive rebound by Team,16,26
1,0:00.0,,A. Wiggins misses free throw 1 of 2,16,26
1,0:00.0,,Offensive rebound by Team,16,26
1,0:00.0,,N. Bjelica enters the game for S. Curry,16,26
1,0:00.0,,A. Wiggins makes free throw 2 of 2,16,27
2,12:00.0,J. Brown enters the game for D. White,,16,27
2,12:00.0,,D. Green enters the game for A. Iguodala,16,27
2,11:43.0,P. Pritchard misses 3-pt jump shot from 28 ft,,16,27
2,11:41.0,Offensive rebound by Team,,16,27
2,11:41.0,,Loose ball foul by N. Bjelica (drawn by G. Williams),16,27
2,11:28.0,J. Brown misses 2-pt layup from 7 ft,,16,27
2,11:25.0,,Defensive rebound by D. Green,16,27
2,11:06.0,,A. Wiggins misses 3-pt jump shot from 26 ft,16,27
2,11:04.0,Defensive rebound by J. Tatum,,16,27
2,10:50.0,J. Tatum misses 2-pt layup from 6 ft,,16,27
2,10:47.0,,Defensive rebound by N. Bjelica,16,27
2,10:30.0,,D. Green misses 2-pt layup from 4 ft (block by G. Williams),16,27
2,10:27.0,Defensive rebound by J. Tatum,,16,27
2,10:23.0,G. Williams misses 3-pt jump shot from 28 ft,,16,27
2,10:20.0,Offensive rebound by J. Brown,,16,27
2,10:18.0,Shooting foul by D. Green (drawn by R. Williams),,16,27
2,10:18.0,R. Williams makes free throw 1 of 2,,17,27
2,10:18.0,R. Williams makes free throw 2 of 2,,18,27
2,10:09.0,,J. Poole makes 3-pt jump shot from 25 ft,18,30
2,9:59.0,Turnover by J. Tatum (bad pass; steal by D. Green),,18,30
2,9:57.0,,Shooting foul by R. Williams (drawn by D. Green),18,30
2,9:57.0,,D. Green makes free throw 1 of 2,18,31
2,9:57.0,M. Smart enters the game for P. Pritchard,,18,31
2,9:57.0,D. White enters the game for G. Williams,,18,31
2,9:57.0,,D. Green makes free throw 2 of 2,18,32
2,9:39.0,M. Smart makes 2-pt jump shot from 9 ft (assist by D. White),,20,32
2,9:22.0,,Turnover by J. Poole (bad pass; steal by D. White),20,32
2,9:12.0,D. White misses 3-pt jump shot from 26 ft,,20,32
2,9:11.0,Offensive rebound by Team,,20,32
2,9:11.0,,Loose ball foul by J. Poole (drawn by M. Smart),20,32
2,9:02.0,J. Tatum makes 2-pt jump shot from 20 ft (assist by D. White),,22,32
2,8:47.0,,K. Thompson misses 2-pt jump shot from 11 ft,22,32
2,8:44.0,Defensive rebound by M. Smart,,22,32
2,8:37.0,M. Smart makes 2-pt jump shot from 10 ft,,24,32
2,8:36.0,,Golden State full timeout,24,32
2,8:36.0,,G. Payton enters the game for N. Bjelica,24,32
2,8:23.0,,A. Wiggins misses 2-pt jump shot from 19 ft,24,32
2,8:21.0,Defensive rebound by J. Tatum,,24,32
2,7:59.0,J. Tatum misses 3-pt jump shot from 30 ft,,24,32
2,7:56.0,,Defensive rebound by G. Payton,24,32
2,7:47.0,,G. Payton misses 3-pt jump shot from 26 ft,24,32
2,7:45.0,Defensive rebound by R. Williams,,24,32
2,7:33.0,R. Williams makes 2-pt layup from 4 ft (assist by M. Smart),,26,32
2,7:20.0,,A. Wiggins misses 2-pt layup from 4 ft,26,32
2,7:17.0,Defensive rebound by J. Brown,,26,32
2,7:02.0,M. Smart misses 3-pt jump shot from 28 ft,,26,32
2,7:00.0,,Defensive rebound by A. Wiggins,26,32
2,6:52.0,,K. Thompson misses 3-pt jump shot from 24 ft,26,32
2,6:49.0,Defensive rebound by J. Tatum,,26,32
2,6:43.0,,Violation by Team (kicked ball),26,32
2,6:43.0,A. Horford enters the game for R. Williams,,26,32
2,6:43.0,,S. Curry enters the game for J. Poole,26,32
2,6:43.0,,O. Porter enters the game for A. Wiggins,26,32
2,6:40.0,Personal foul by K. Thompson (drawn by D. White),,26,32
2,6:33.0,Turnover by A. Horford (bad pass),,26,32
2,6:19.0,,Personal foul by J. Brown (drawn by D. Green),26,32
2,6:08.0,,O. Porter misses 3-pt jump shot from 26 ft,26,32
2,6:05.0,Defensive rebound by J. Tatum,,26,32
2,5:51.0,J. Tatum misses 3-pt jump shot from 24 ft,,26,32
2,5:49.0,,Defensive rebound by K. Thompson,26,32
2,5:41.0,,D. Green makes 2-pt jump shot from 9 ft,26,34
2,5:21.0,A. Horford misses 3-pt jump shot from 24 ft,,26,34
2,5:19.0,,Defensive rebound by O. Porter,26,34
2,5:12.0,,S. Curry misses 3-pt jump shot from 29 ft,26,34
2,5:10.0,Defensive rebound by J. Tatum,,26,34
2,5:07.0,Turnover by J. Brown (out of bounds lost ball),,26,34
2,5:07.0,,A. Iguodala enters the game for D. Green,26,34
2,5:07.0,,A. Wiggins enters the game for K. Thompson,26,34
2,4:49.0,,A. Wiggins makes 2-pt jump shot from 10 ft (assist by A. Iguodala),26,36
2,4:49.0,,Shooting foul by A. Horford (drawn by A. Wiggins),26,36
2,4:49.0,,A. Wiggins makes free throw 1 of 1,26,37
2,4:34.0,J. Tatum makes 3-pt jump shot from 26 ft (assist by A. Horford),,29,37
2,4:12.0,,G. Payton makes 2-pt layup from 4 ft (assist by A. Iguodala),29,39
2,3:51.0,A. Horford makes 3-pt jump shot from 28 ft (assist by J. Tatum),,32,39
2,3:36.0,Violation by Team (kicked ball),,32,39
2,3:36.0,,D. Green enters the game for A. Iguodala,32,39
2,3:24.0,,A. Wiggins makes 2-pt jump shot from 18 ft,32,41
2,3:11.0,Shooting foul by O. Porter (drawn by J. Tatum),,32,41
2,3:11.0,J. Tatum misses free throw 1 of 2,,32,41
2,3:11.0,Offensive rebound by Team,,32,41
2,3:11.0,J. Tatum misses free throw 2 of 2,,32,41
2,3:10.0,,Defensive rebound by A. Wiggins,32,41
2,2:59.0,,A. Wiggins misses 2-pt jump shot from 6 ft,32,41
2,2:57.0,,Offensive rebound by A. Wiggins,32,41
2,2:54.0,,A. Wiggins misses 2-pt layup at rim,32,41
2,2:53.0,,Offensive rebound by D. Green,32,41
2,2:50.0,,A. Wiggins makes 2-pt layup from 3 ft (assist by D. Green),32,43
2,2:34.0,M. Smart makes 3-pt jump shot from 28 ft (assist by J. Brown),,35,43
2,2:18.0,,Shooting foul by M. Smart (drawn by S. Curry),35,43
2,2:18.0,Boston full timeout,,35,43
2,2:18.0,,K. Thompson enters the game for O. Porter,35,43
2,2:18.0,,S. Curry makes free throw 1 of 2,35,44
2,2:18.0,,S. Curry makes free throw 2 of 2,35,45
2,1:58.0,J. Brown misses 2-pt jump shot from 21 ft,,35,45
2,1:56.0,Offensive rebound by Team,,35,45
2,1:56.0,,Loose ball foul by G. Payton (drawn by A. Horford),35,45
2,1:56.0,A. Horford misses free throw 1 of 2,,35,45
2,1:56.0,Offensive rebound by Team,,35,45
2,1:56.0,A. Horford makes free throw 2 of 2,,36,45
2,1:46.0,,S. Curry makes 2-pt jump shot from 17 ft,36,47
2,1:33.0,J. Tatum makes 2-pt layup from 6 ft,,38,47
2,1:19.0,,S. Curry misses 3-pt jump shot from 26 ft,38,47
2,1:17.0,Defensive rebound by A. Horford,,38,47
2,0:59.0,Turnover by J. Brown (bad pass; steal by G. Payton),,38,47
2,0:53.0,,A. Wiggins makes 2-pt layup from 5 ft (assist by S. Curry),38,49
2,0:37.0,Shooting foul by S. Curry (drawn by D. White),,38,49
2,0:37.0,D. White misses free throw 1 of 2,,38,49
2,0:37.0,Offensive rebound by Team,,38,49
2,0:37.0,D. White makes free throw 2 of 2,,39,49
2,0:30.0,,S. Curry makes 2-pt layup from 4 ft,39,51
2,0:12.0,Turnover by M. Smart (bad pass),,39,51
2,0:12.0,,J. Poole enters the game for G. Payton,39,51
2,0:02.0,,D. Green misses 3-pt jump shot from 23 ft,39,51
2,0:00.0,Defensive rebound by J. Tatum,,39,51
3,12:00.0,R. Williams enters the game for D. White,,39,51
3,12:00.0,,O. Porter enters the game for J. Poole,39,51
3,11:42.0,Shooting foul by K. Thompson (drawn by J. Brown),,39,51
3,11:42.0,J. Brown makes free throw 1 of 2,,40,51
3,11:42.0,J. Brown makes free throw 2 of 2,,41,51
3,11:35.0,,Turnover by D. Green (bad pass; steal by J. Brown),41,51
3,11:33.0,Shooting foul by K. Thompson (drawn by J. Brown),,41,51
3,11:33.0,J. Brown makes free throw 1 of 2,,42,51
3,11:33.0,J. Brown makes free throw 2 of 2,,43,51
3,11:09.0,,Turnover by Team (shot clock),43,51
3,10:56.0,J. Tatum makes 3-pt jump shot from 25 ft,,46,51
3,10:43.0,,Personal foul by M. Smart (drawn by S. Curry),46,51
3,10:33.0,,A. Wiggins misses 2-pt jump shot from 14 ft,46,51
3,10:30.0,Defensive rebound by J. Brown,,46,51
3,10:17.0,J. Tatum makes 3-pt jump shot from 26 ft (assist by J. Brown),,49,51
3,10:15.0,,Golden State full timeout,49,51
3,10:05.0,,Offensive foul by S. Curry (drawn by A. Horford),49,51
3,10:05.0,,Turnover by S. Curry (offensive foul),49,51
3,9:47.0,M. Smart misses 2-pt jump shot from 9 ft,,49,51
3,9:44.0,,Defensive rebound by S. Curry,49,51
3,9:40.0,,K. Thompson misses 3-pt jump shot from 27 ft,49,51
3,9:38.0,Defensive rebound by A. Horford,,49,51
3,9:32.0,Personal foul by O. Porter (drawn by J. Tatum),,49,51
3,9:27.0,J. Brown misses 2-pt jump shot from 18 ft,,49,51
3,9:25.0,,Defensive rebound by D. Green,49,51
3,9:10.0,,O. Porter misses 3-pt jump shot from 26 ft,49,51
3,9:08.0,Defensive rebound by M. Smart,,49,51
3,8:46.0,Turnover by J. Tatum (lost ball; steal by S. Curry),,49,51
3,8:38.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by D. Green),49,53
3,8:14.0,M. Smart misses 2-pt jump shot from 7 ft,,49,53
3,8:11.0,,Defensive rebound by S. Curry,49,53
3,8:08.0,,S. Curry misses 3-pt jump shot from 32 ft,49,53
3,8:06.0,Defensive rebound by J. Tatum,,49,53
3,7:52.0,J. Tatum makes 3-pt jump shot from 25 ft,,52,53
3,7:32.0,,Personal foul by J. Brown (drawn by A. Wiggins),52,53
3,7:32.0,,K. Looney enters the game for O. Porter,52,53
3,7:24.0,,S. Curry misses 2-pt layup from 6 ft,52,53
3,7:22.0,Defensive rebound by A. Horford,,52,53
3,7:18.0,Turnover by A. Horford (bad pass; steal by K. Thompson),,52,53
3,7:15.0,,Shooting foul by M. Smart (drawn by K. Thompson),52,53
3,7:15.0,,K. Thompson makes free throw 1 of 2,52,54
3,7:15.0,,K. Thompson makes free throw 2 of 2,52,55
3,7:10.0,Personal foul by A. Wiggins (drawn by J. Tatum),,52,55
3,6:55.0,M. Smart makes 3-pt jump shot from 25 ft (assist by J. Brown),,55,55
3,6:39.0,,A. Wiggins misses 3-pt jump shot from 27 ft,55,55
3,6:36.0,Defensive rebound by R. Williams,,55,55
3,6:28.0,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Tatum),,58,55
3,6:27.0,,Golden State full timeout,58,55
3,6:27.0,,G. Payton enters the game for D. Green,58,55
3,6:06.0,,S. Curry makes 2-pt jump shot from 9 ft (assist by K. Looney),58,57
3,5:49.0,M. Smart misses 3-pt jump shot from 25 ft,,58,57
3,5:46.0,Offensive rebound by R. Williams,,58,57
3,5:43.0,M. Smart makes 3-pt jump shot from 24 ft (assist by J. Tatum),,61,57
3,5:30.0,,A. Wiggins misses 3-pt jump shot from 27 ft,61,57
3,5:27.0,,Offensive rebound by K. Looney,61,57
3,5:25.0,,K. Looney makes 2-pt layup at rim,61,59
3,5:14.0,J. Tatum misses 2-pt jump shot from 7 ft,,61,59
3,5:12.0,Offensive rebound by J. Brown,,61,59
3,5:10.0,J. Brown makes 2-pt layup at rim,,63,59
3,4:58.0,,G. Payton makes 2-pt layup from 5 ft (assist by S. Curry),63,61
3,4:58.0,G. Williams enters the game for A. Horford,,63,61
3,4:53.0,Turnover by G. Williams (bad pass; steal by G. Payton),,63,61
3,4:49.0,,S. Curry misses 3-pt jump shot from 32 ft,63,61
3,4:47.0,Defensive rebound by J. Tatum,,63,61
3,4:37.0,Offensive foul by G. Williams (drawn by G. Payton),,63,61
3,4:37.0,Turnover by G. Williams (offensive foul),,63,61
3,4:20.0,,G. Payton misses 3-pt jump shot from 23 ft,63,61
3,4:18.0,Defensive rebound by R. Williams,,63,61
3,4:09.0,Turnover by M. Smart (bad pass),,63,61
3,3:58.0,,S. Curry misses 3-pt jump shot from 32 ft (block by G. Williams),63,61
3,3:55.0,Defensive rebound by R. Williams,,63,61
3,3:55.0,G. Williams makes 2-pt layup from 3 ft (assist by R. Williams),,65,61
3,3:55.0,Shooting foul by K. Looney (drawn by G. Williams),,65,61
3,3:55.0,G. Williams makes free throw 1 of 1,,66,61
3,3:36.0,,K. Thompson makes 3-pt jump shot from 28 ft (assist by K. Looney),66,64
3,3:14.0,J. Tatum misses 3-pt jump shot from 25 ft,,66,64
3,3:12.0,,Defensive rebound by K. Looney,66,64
3,3:07.0,,Turnover by K. Thompson (bad pass),66,64
3,3:07.0,,D. Green enters the game for K. Looney,66,64
3,2:44.0,M. Smart makes 2-pt layup from 7 ft (assist by J. Tatum),,68,64
3,2:31.0,,K. Thompson makes 3-pt jump shot from 30 ft (assist by S. Curry),68,67
3,2:05.0,R. Williams makes 2-pt dunk from 1 ft (assist by G. Williams),,70,67
3,1:57.0,,S. Curry misses 2-pt jump shot from 20 ft,70,67
3,1:54.0,Defensive rebound by Team,,70,67
3,1:54.0,,J. Poole enters the game for A. Wiggins,70,67
3,1:38.0,Personal foul by K. Thompson (drawn by M. Smart),,70,67
3,1:38.0,M. Smart misses free throw 1 of 2,,70,67
3,1:38.0,Offensive rebound by Team,,70,67
3,1:38.0,,A. Wiggins enters the game for K. Thompson,70,67
3,1:38.0,M. Smart makes free throw 2 of 2,,71,67
3,1:25.0,,Personal foul by J. Tatum (drawn by S. Curry),71,67
3,1:20.0,,J. Poole makes 3-pt jump shot from 25 ft (assist by S. Curry),71,70
3,0:59.0,J. Tatum misses 2-pt jump shot from 11 ft,,71,70
3,0:56.0,,Defensive rebound by D. Green,71,70
3,0:54.0,,G. Payton makes 2-pt layup from 4 ft (assist by D. Green),71,72
3,0:41.0,J. Brown makes 2-pt layup from 3 ft,,73,72
3,0:41.0,Shooting foul by D. Green (drawn by J. Brown),,73,72
3,0:41.0,A. Horford enters the game for M. Smart,,73,72
3,0:41.0,D. White enters the game for R. Williams,,73,72
3,0:41.0,J. Brown makes free throw 1 of 1,,74,72
3,0:29.0,,J. Poole misses 3-pt jump shot from 27 ft,74,72
3,0:27.0,Defensive rebound by G. Williams,,74,72
3,0:05.0,J. Brown misses 3-pt jump shot from 25 ft,,74,72
3,0:03.0,,Defensive rebound by A. Wiggins,74,72
3,0:00.0,,J. Poole makes 3-pt jump shot from 38 ft (assist by A. Wiggins),74,75
3,0:00.0,,Instant Replay (Request: Ruling Stands),74,75
4,12:00.0,,K. Thompson enters the game for S. Curry,74,75
4,12:00.0,,K. Looney enters the game for G. Payton,74,75
4,11:51.0,,J. Poole misses 3-pt jump shot from 30 ft,74,75
4,11:49.0,Defensive rebound by Team,,74,75
4,11:30.0,J. Tatum misses 2-pt layup from 6 ft,,74,75
4,11:27.0,,Defensive rebound by A. Wiggins,74,75
4,11:23.0,,A. Wiggins makes 2-pt layup from 5 ft,74,77
4,11:02.0,D. White misses 3-pt jump shot from 28 ft,,74,77
4,10:59.0,,Defensive rebound by A. Wiggins,74,77
4,10:52.0,,A. Wiggins misses 3-pt jump shot from 27 ft,74,77
4,10:49.0,Defensive rebound by D. White,,74,77
4,10:41.0,D. White misses 3-pt jump shot from 25 ft,,74,77
4,10:39.0,,Defensive rebound by K. Looney,74,77
4,10:24.0,,Shooting foul by D. White (drawn by J. Poole),74,77
4,10:24.0,,J. Poole makes free throw 1 of 2,74,78
4,10:24.0,M. Smart enters the game for D. White,,74,78
4,10:24.0,,J. Poole makes free throw 2 of 2,74,79
4,10:15.0,M. Smart misses 2-pt layup from 5 ft,,74,79
4,10:14.0,,Defensive rebound by K. Thompson,74,79
4,10:12.0,,Personal take foul by G. Williams (drawn by K. Thompson),74,79
4,10:01.0,,K. Thompson misses 3-pt jump shot from 28 ft,74,79
4,9:59.0,Defensive rebound by A. Horford,,74,79
4,9:49.0,Turnover by J. Tatum (traveling),,74,79
4,9:31.0,,K. Thompson makes 3-pt jump shot from 27 ft,74,82
4,9:30.0,Boston full timeout,,74,82
4,9:30.0,R. Williams enters the game for G. Williams,,74,82
4,9:16.0,Personal foul by D. Green (drawn by J. Brown),,74,82
4,9:16.0,Technical foul by M. Smart,,74,82
4,9:16.0,,J. Poole makes technical free throw,74,83
4,9:15.0,Offensive foul by M. Smart (drawn by J. Poole),,74,83
4,9:15.0,Turnover by M. Smart (offensive foul),,74,83
4,9:15.0,Violation by Team (delay of game),,74,83
4,9:05.0,,J. Poole makes 2-pt jump shot from 19 ft,74,85
4,8:50.0,J. Brown misses 3-pt jump shot from 28 ft,,74,85
4,8:48.0,,Defensive rebound by A. Wiggins,74,85
4,8:33.0,,K. Looney misses 2-pt layup from 5 ft,74,85
4,8:31.0,Defensive rebound by J. Brown,,74,85
4,8:21.0,J. Brown makes 2-pt layup from 2 ft (assist by M. Smart),,76,85
4,8:05.0,,J. Poole misses 2-pt layup from 3 ft,76,85
4,8:03.0,Defensive rebound by A. Horford,,76,85
4,7:44.0,Shooting foul by D. Green (drawn by J. Tatum),,76,85
4,7:44.0,J. Tatum makes free throw 1 of 2,,77,85
4,7:44.0,,Golden State full timeout,77,85
4,7:44.0,,S. Curry enters the game for D. Green,77,85
4,7:44.0,,G. Payton enters the game for J. Poole,77,85
4,7:44.0,J. Tatum makes free throw 2 of 2,,78,85
4,7:26.0,,A. Wiggins makes 2-pt layup from 4 ft (assist by S. Curry),78,87
4,7:00.0,Turnover by J. Brown (lost ball; steal by G. Payton),,78,87
4,6:50.0,,S. Curry misses 2-pt jump shot from 15 ft,78,87
4,6:48.0,Defensive rebound by J. Brown,,78,87
4,6:34.0,Turnover by J. Brown (bad pass; steal by K. Thompson),,78,87
4,6:24.0,,S. Curry misses 3-pt jump shot from 30 ft,78,87
4,6:22.0,Defensive rebound by M. Smart,,78,87
4,6:07.0,J. Brown misses 2-pt layup from 4 ft,,78,87
4,6:06.0,Offensive rebound by J. Brown,,78,87
4,6:06.0,Personal foul by K. Looney (drawn by J. Brown),,78,87
4,5:58.0,J. Tatum misses 2-pt jump shot from 12 ft,,78,87
4,5:56.0,,Defensive rebound by G. Payton,78,87
4,5:38.0,,A. Wiggins makes 2-pt hook shot from 10 ft (assist by S. Curry),78,89
4,5:28.0,Shooting foul by G. Payton (drawn by J. Brown),,78,89
4,5:28.0,J. Brown makes free throw 1 of 2,,79,89
4,5:28.0,J. Brown misses free throw 2 of 2,,79,89
4,5:26.0,,Defensive rebound by K. Looney,79,89
4,5:10.0,,K. Thompson misses 3-pt jump shot from 23 ft,79,89
4,5:08.0,Defensive rebound by R. Williams,,79,89
4,5:00.0,Shooting foul by A. Wiggins (drawn by J. Tatum),,79,89
4,5:00.0,J. Tatum misses free throw 1 of 2,,79,89
4,5:00.0,Offensive rebound by Team,,79,89
4,5:00.0,,D. Green enters the game for K. Looney,79,89
4,5:00.0,J. Tatum misses free throw 2 of 2,,79,89
4,4:58.0,,Defensive rebound by A. Wiggins,79,89
4,4:46.0,,S. Curry makes 2-pt jump shot from 12 ft (assist by D. Green),79,91
4,4:40.0,Boston full timeout,,79,91
4,4:27.0,J. Brown misses 3-pt jump shot from 26 ft,,79,91
4,4:25.0,,Defensive rebound by A. Wiggins,79,91
4,4:08.0,,S. Curry misses 3-pt jump shot from 28 ft,79,91
4,4:05.0,Defensive rebound by A. Horford,,79,91
4,3:57.0,J. Tatum misses 2-pt jump shot from 10 ft,,79,91
4,3:54.0,,Defensive rebound by D. Green,79,91
4,3:50.0,,Personal foul by J. Tatum (drawn by G. Payton),79,91
4,3:42.0,,A. Wiggins makes 2-pt jump shot from 9 ft,79,93
4,3:27.0,J. Tatum makes 3-pt jump shot from 24 ft,,82,93
4,3:12.0,,G. Payton makes 2-pt jump shot from 10 ft (assist by S. Curry),82,95
4,3:01.0,Shooting foul by D. Green (drawn by M. Smart),,82,95
4,3:01.0,,Golden State full timeout,82,95
4,3:01.0,,Instant Replay (Challenge: Ruling Stands),82,95
4,3:01.0,D. White enters the game for A. Horford,,82,95
4,3:01.0,G. Williams enters the game for R. Williams,,82,95
4,3:01.0,,K. Looney enters the game for D. Green,82,95
4,3:01.0,M. Smart makes free throw 1 of 2,,83,95
4,3:01.0,M. Smart makes free throw 2 of 2,,84,95
4,2:43.0,,S. Curry makes 2-pt layup from 6 ft,84,97
4,2:27.0,J. Tatum misses 3-pt jump shot from 26 ft,,84,97
4,2:25.0,,Defensive rebound by Team,84,97
4,2:10.0,,A. Wiggins makes 2-pt dunk from 7 ft,84,99
